,0
0,0.07265712682379348
1,0.06513512329704552
2,0.03425914718040518
3,0.03659326618221118
4,0.017043393840455324
5,0.07430160187735943
6,0.07137439722188726
7,0.01763466192723408
8,0.035260708297133146
9,0.04143831540586975
10,0.01745499325465654
11,0.041796217798156364
12,0.051067686352351156
13,0.0471793694520967
14,0.037412020160795825
15,0.06687735945311699
16,0.057735435159677564
17,0.02561043451554623
18,0.037493185090369
19,0.0820788695031119
20,0.025117420849999142
21,0.038586019361042265
22,0.022893528180488724
23,0.03877472133160324
24,0.010528272900071687
25,0.06061116212631359
26,0.050886176580621015
27,0.04970317654661087
28,0.06261194774570956
29,0.022490980443485267
30,0.05368118899432028
31,0.07147802034905393
32,0.04677430874400569
33,0.07495837777839613
34,0.04513926300037408
35,0.047381389654116916
36,0.0436876339149066
37,0.060325834270329726
38,0.04361494343496178
39,0.03004343120007337
40,0.08445005611672274
41,0.04248377046662931
42,0.02707167026177838
43,0.04083367498059872
44,0.05738003440176683
45,0.008687532375268328
46,0.03344018441738059
47,0.016726846140553933
48,0.032170707173768076
49,0.02592441333375927
50,0.02743963679531476
51,0.05076898718848516
52,0.06935543064560509
53,0.05533390480666267
54,0.05131874298540961
55,0.014633764695212503
56,0.038179469678934
57,0.029910001968465397
58,0.04338210592817264
59,0.06471391664951844
60,0.04422404187895801
61,0.04990791755943267
62,0.040196023081544935
63,0.013038155764357191
64,0.012302306127630055
65,0.06920008162432399
66,0.02044537362538077
67,0.02735890302886021
68,0.02962661730338495
69,0.012816159540218294
70,0.046461502367532395
71,0.045155596367717536
72,0.038848901214986326
73,0.030119262206804272
74,0.023798514255227866
75,0.043555486504675334
76,0.023778136945415772
77,0.03389906101109035
78,0.02479365020473074
79,0.0154708718652704
80,0.04914195521174397
81,0.02563037974205202
82,0.021656812315928718
83,0.0601528910160682
84,0.011337690753056502
85,0.03355345877920103
86,0.04339047036016729
87,0.013315700194819636
88,0.013456882448949558
89,0.036628078046045634
90,0.06743138455259663
91,0.035053751472484275
92,0.011481364850765906
93,0.018723907527473473
94,0.026380627002604354
95,0.04388386300805952
96,0.02093712762766943
97,0.020256176188989165
98,0.025618851508658683
99,0.018681184614227166
100,0.028364321204082478
101,0.033119647912653725
102,0.031344327453015304
103,0.041596453086454065
104,0.03408749648304283
105,0.020244671021632576
106,0.03918950112284973
107,0.03446025915722889
108,0.029529938709614213
109,0.03484468189702353
110,0.026454276808832493
111,0.040382338330761935
112,0.017313066642344263
113,0.01592010040204106
114,0.047896656941142195
115,0.034215078547952714
116,0.022856329165889394
117,0.014711183283267783
118,0.03294241517305489
119,0.02368719384437169
120,0.03456024895418836
121,0.035200921571598036
122,0.02433108365860128
123,0.03436289123249637
124,0.023109220886207916
125,0.02506795740282118
126,0.028045661698095158
127,0.03501093477371409
128,0.03275553618008468
129,0.02640493763606198
130,0.0349263429795008
131,0.012476073097055661
132,0.024732576762420636
133,0.028867779416447942
134,0.036788216828008695
135,0.03514125989342805
136,0.042190082644628105
137,0.026939654683762464
138,0.013383360352496144
139,0.04905628986528892
140,0.037891262985258474
141,0.04425929876598174
142,0.023192229749111726
143,0.027504540696561948
144,0.028786190366258717
